Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Image
18077752,"Acceptance (Southern Reach, #3)",Jeff Vandermeer,"Vandermeer, Jeff",,374104115,9780374104115,1,"Farrar, Straus and Giroux",Paperback,368,2014,2014,2018/06/24,2018/06/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403941598i/18077752.jpg
35961720,"You Think It, I'll Say It",Curtis Sittenfeld,"Sittenfeld, Curtis",,1473552621,9781473552623,2,Transworld Digital,ebook,256,2018,2017,2018/06/26,2018/06/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1511377802i/35961720.jpg
35959740,Circe,Madeline Miller,"Miller, Madeline",,316556343,9780316556347,4,"Little, Brown and Company",Hardcover,393,2018,2018,2018/06/28,2018/06/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740.jpg
36435424,Tell the Machine Goodnight,Katie Williams,"Williams, Katie",,525533125,9780525533122,2,Riverhead,Hardcover,287,2018,2018,2018/07/01,2018/07/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1511899669i/36435424.jpg
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,385536976,9780385536974,4,Doubleday,Hardcover,403,2013,2013,2018/07/13,2018/07/14,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1364852559i/16085481.jpg
24611623,In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,"Park, Yeonmi",Maryanne Vollers,1594206791,9781594206795,4,Penguin Press,Hardcover,273,2015,2015,2018/07/17,2018/07/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437799970i/24611623.jpg
35909363,Starlings,Jo Walton,"Walton, Jo",,1616960566,9781616960568,3,Tachyon Publications,Paperback,272,2018,2018,2018/07/19,2018/07/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1504561301i/35909363.jpg
11529868,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,812992792,9780812992793,4,Random House,Hardcover,443,2012,2012,2018/07/23,2018/07/23,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327878601i/11529868.jpg
35068762,What Should Be Wild,Julia Fine,"Fine, Julia",,62684159,9780062684158,2,Harper,Kindle Edition,368,2018,2018,2018/07/27,2018/07/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1514421070i/35068762.jpg
36203391,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,1787330419,9781787330412,2,jonathan cape uk,Paperback,289,2018,2018,2018/07/29,2018/07/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1513259517i/36203391.jpg
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,,,3,Lee Boudreaux Books,Kindle Edition,273,2017,2017,2018/08/05,2018/08/03,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1524491811i/39927096.jpg
22032839,The Anatomy of Dreams,Chloe  Benjamin,"Benjamin, Chloe",,1476761175,9781476761176,3,Atria Books,Kindle Edition,321,2014,2014,2018/08/07,2018/08/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1399056512i/22032839.jpg
21806709,Emotionally Healthy Spirituality Day by Day: A 40-Day Journey with the Daily Office,Peter Scazzero,"Scazzero, Peter",,310341167,9780310341161,5,Zondervan,Paperback,192,2014,2014,2018/08/23,2018/08/23,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1401074722i/21806709.jpg
26267474,"Surrender to Love: Discovering the Heart of Christian Spirituality (The Spiritual Journey, #1)",David G. Benner,"Benner, David G.",M. Basil Pennington,830846115,9780830846115,4,IVP,Paperback,128,2015,2003,2018/08/27,2018/08/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442853558i/26267474.jpg
34909789,Social Creature,Tara Isabella Burton,"Burton, Tara Isabella",,385543522,9780385543521,4,Doubleday,Hardcover,273,2018,2018,2018/08/27,2018/08/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1518794075i/34909789.jpg
29938376,A Simple Favor,Darcey Bell,"Bell, Darcey",,62497774,9780062497772,1,Harper,Hardcover,304,2017,2017,2018/10/14,2018/08/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1468422073i/29938376.jpg
8153988,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",David   Grove,,,3,Tor Books,ebook,753,2009,1990,2018/09/05,2018/08/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1465920672i/8153988.jpg
28132722,Harry Potter and the Sorcerer's Stone (Harry Potter #1),J.K. Rowling,"Rowling, J.K.",Olly Moss,,,5,Pottermore from J.K. Rowling,ebook,309,2015,1997,2018/09/25,2018/09/02,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1753830425i/28132722.jpg
27746288,"Goodbye, Vitamin",Rachel Khong,"Khong, Rachel",,1250109167,9781471159480,4,Henry Holt and Co.,Paperback,208,2017,2017,2018/09/06,2018/09/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1509043032i/27746288.jpg
18304322,"Dumplin' (Dumplin', #1)",Julie   Murphy,"Murphy, Julie",,62327186,9780062327185,4,Balzer + Bray,Hardcover,375,2015,2015,2018/09/06,2018/09/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1424189465i/18304322.jpg
25852870,Eligible,Curtis Sittenfeld,"Sittenfeld, Curtis",,1400068320,9781400068326,2,Random House Publishing Group,Hardcover,492,2016,2016,2018/09/08,2018/09/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1460477855i/25852870.jpg
38330854,The Perfect Nanny,Leïla Slimani,"Slimani, Leïla",Sam Taylor,,,2,Penguin Books,Paperback,228,2018,2016,2018/09/09,2018/09/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1517594917i/38330854.jpg
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,,,3,William Morrow,Kindle Edition,455,2018,2018,2018/09/11,2018/09/11,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1528225499i/40389527.jpg
28269171,"Puddin' (Dumplin', #2)",Julie   Murphy,"Murphy, Julie",,62418408,9780062418401,4,Balzer + Bray,Kindle Edition,437,2018,2018,2018/09/13,2018/09/14,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1506961175i/28269171.jpg
32718027,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,62678108,9780062678102,4,Harper Voyager,Hardcover,532,2017,2017,2018/09/17,2018/09/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1491417547i/32718027.jpg
1080607,The Gift of Being Yourself: The Sacred Call to Self-Discovery,David G. Benner,"Benner, David G.",,830832459,9780830832453,5,IVP Books,Paperback,114,2004,2004,2018/09/19,2018/09/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347731832i/1080607.jpg
33590210,An American Marriage,Tayari Jones,"Jones, Tayari",,1616201347,9781616201340,4,Algonquin Books,Hardcover,308,2018,2018,2018/09/20,2018/09/20,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1491493625i/33590210.jpg
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,307341569,9780307341563,2,Shaye Areheart Books,Hardcover,424,2009,2009,2018/09/23,2018/09/23,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1354988288i/5886881.jpg
36237290,Meet Me at the Museum,Anne Youngson,"Youngson, Anne",,857525522,9780857525529,4,Doubleday,Paperback,224,2018,2018,2018/09/25,2018/09/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1517847356i/36237290.jpg
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,812517725,9780812517729,3,Tor Books,Mass Market Paperback,705,1991,1990,2018/10/06,2018/10/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905799i/233649.jpg
37510667,"Goodbye, Paris",Anstey Harris,"Harris, Anstey",,1501196502,9781501196508,2,Gallery Books,Hardcover,279,2018,2018,2018/10/07,2018/10/07,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1515708798i/37510667.jpg
34448522,"The Girl with the Red Balloon (The Balloonmakers, #1)",Katherine  Locke,"Locke, Katherine",,807529370,9780807529379,2,AW Teen,Paperback,288,2017,2017,2018/10/11,2018/10/11,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1499345659i/34448522.jpg
36348525,Severance,Ling  Ma,"Ma, Ling",,374261598,9780374261597,3,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,2018/10/12,2018/10/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1507060524i/36348525.jpg
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,765305119,9780765305114,3,Tor Fantasy,Mass Market Paperback,624,2002,1991,2018/10/22,2018/10/22,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1659905781i/34897.jpg
34503571,The Book of Essie,Meghan MacLean Weir,"Weir, Meghan MacLean",,,,3,Knopf,ebook,319,2018,2018,2018/10/24,2018/10/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1515874042i/34503571.jpg
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,1984801813,9781984801814,4,Dial Press Trade Paperback,Paperback,291,2018,2008,2018/10/26,2018/10/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1529026760i/39832183.jpg
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,5,Arthur A. Levine Books,Hardcover,341,1999,1998,2018/11/01,2018/11/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1474169725i/15881.jpg
36840397,A Place for Us,Fatima Farheen Mirza,"Mirza, Fatima Farheen",,1524763551,9781524763558,5,SJP for Hogarth,Hardcover,385,2018,2018,2018/11/03,2018/11/03,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1517006183i/36840397.jpg
39720991,The Witch Elm,Tana French,"French, Tana",,735224633,9780735224636,1,Viking,ebook,528,2018,2018,2018/11/07,2018/11/07,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1527311195i/39720991.jpg
22674105,"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,"Kwan, Kevin",,385539088,9780385539081,3,Knopf Doubleday,Hardcover,378,2015,2015,2018/11/13,2018/11/13,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1419179404i/22674105.jpg
41074502,Virgil Wander,Leif Enger,"Enger, Leif",,802146686,9780802146687,4,Atlantic Monthly Press,Kindle Edition,362,2018,2018,2018/11/18,2018/11/14,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1533766154i/41074502.jpg
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,62498533,9780062498533,3,Clarion Books,Hardcover,454,2017,2017,2018/11/19,2018/11/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671.jpg
30288282,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,735213186,9780735213180,3,G.P. Putnam's Sons,Hardcover,346,2018,2018,2018/11/23,2018/11/24,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1493015963i/30288282.jpg
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,,,4,Grand Central Publishing,Kindle Edition,496,2017,2017,2018/11/29,2018/11/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1766879949i/34051011.jpg
19534,The Brothers K,David James Duncan,"Duncan, David James",,055337849X,9780553378498,5,Dial Press Trade Paperback,Paperback,645,1996,1992,2018/12/10,2018/12/10,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403176622i/19534.jpg
32603326,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,"Kwan, Kevin",,385542240,9780385542241,3,Doubleday,Kindle Edition,562,2017,2017,2018/12/12,2018/12/11,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1478174979i/32603326.jpg
1611657,"On the Edge of the Dark Sea of Darkness (The Wingfeather Saga, #1)",Andrew       Peterson,"Peterson, Andrew",,1400073847,9781400073849,4,WaterBrook,Paperback,290,2008,2008,2018/12/24,2018/12/24,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442199571i/1611657.jpg
36692478,There There,Tommy Orange,"Orange, Tommy",,,,3,Knopf,Hardcover,294,2018,2018,2019/01/02,2019/01/02,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1512071034i/36692478.jpg
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,,,3,Orbit,Paperback,468,2015,2015,2019/01/10,2019/01/10,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386803701i/19161852.jpg
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,385544235,9780385544238,2,Doubleday,Hardcover,226,2018,2018,2019/01/12,2019/01/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1523366732i/38819868.jpg
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,,,3,Orbit,Paperback,410,2016,2016,2019/01/15,2019/01/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1660867781i/26228034.jpg
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,,,3,Orbit,Paperback,416,2017,2017,2019/01/19,2019/01/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1478547421i/31817749.jpg
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,735224900,9780735224902,3,Penguin Press,Kindle Edition,352,2018,2018,2019/01/22,2019/01/23,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1513836885i/36556202.jpg
38649806,Little,Edward Carey,"Carey, Edward",,525534326,9780525534327,3,Riverhead Books,Hardcover,448,2018,2018,2019/01/26,2019/01/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1523724459i/38649806.jpg
13529,March,Geraldine Brooks,"Brooks, Geraldine",,,,3,Penguin,Paperback,280,2006,2005,2020/09/08,2019/01/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327935441i/13529.jpg
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,307592839,9780307592835,2,Knopf,Hardcover,274,2010,2010,2019/02/07,2019/01/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356844046i/7331435.jpg
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,385542364,9780385542364,3,Doubleday,Hardcover,306,2016,2016,2019/02/01,2019/01/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1493178362i/30555488.jpg
40727599,Imagine Me Gone,Adam Haslett,"Haslett, Adam",,031626136X,9780316261364,4,"Little, Brown and Company",Kindle Edition,369,2016,2016,2019/01/30,2019/01/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1530824813i/40727599.jpg
4957350,Tinkers,Paul Harding,"Harding, Paul",,1934137197,9781934137192,1,Bellevue Literary Press,Hardcover,192,2009,2009,2019/02/02,2019/02/02,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1364258693i/4957350.jpg
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9780439655484,5,Scholastic Inc.,Mass Market Paperback,547,2004,1999,2019/02/09,2019/02/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1630547330i/5.jpg
40130093,Once Upon a River,Diane Setterfield,"Setterfield, Diane",,743298071,9780743298070,2,Atria/Emily Bestler Books,Hardcover,464,2018,2018,2019/02/10,2019/02/10,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1526451355i/40130093.jpg
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,"Strout, Elizabeth",,,,4,Random House,Hardcover,270,2008,2008,2019/02/12,2019/02/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320430655i/1736739.jpg
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,1594489580,9781594489587,2,Riverhead Books,Hardcover,335,2007,2007,2019/02/15,2019/02/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1391409748i/297673.jpg
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,1476740186,9781476740188,3,Simon & Schuster,Hardcover,317,2018,2018,2019/02/17,2019/02/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1599591284i/39507318.jpg
35967101,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,,,3,Raven Books,Hardcover,505,2018,2018,2019/02/19,2019/02/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1619107831i/35967101.jpg
187020,Empire Falls,Richard Russo,"Russo, Richard",,375726403,9780375726408,3,Vintage Books,Paperback,483,2002,2001,2019/02/27,2019/02/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403184884i/187020.jpg
39988431,"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,"Chakraborty, S.A.",,8239444,9780008239442,4,Harper Voyager,Hardcover,625,2019,2019,2019/03/11,2019/03/11,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1533921102i/39988431.jpg
39863519,At the Wolf's Table,Rosella Postorino,"Postorino, Rosella",Leah Janeczko,1250179149,9781250179142,4,Flatiron Books,Hardcover,275,2019,2018,2019/03/16,2019/03/16,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1532496343i/39863519.jpg
40796097,The Stranger Diaries (Harbinder Kaur #1),Elly Griffiths,"Griffiths, Elly",,1328577856,9781328577856,3,Mariner Books,Hardcover,338,2019,2018,2019/03/26,2019/03/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1532738769i/40796097.jpg
30687236,Celine,Peter Heller,"Heller, Peter",Kimberley Farr,1524751065,9781524751067,4,Books on Tape,Audio CD,0,2017,2017,2019/04/10,2019/03/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1484161516i/30687236.jpg
40216324,The River,Peter Heller,"Heller, Peter",,525521879,9780525521877,5,Knopf,Hardcover,253,2019,2019,2019/04/23,2019/04/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1534803593i/40216324.jpg
6449551,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",Louise Penny,"Penny, Louise",,,,3,Minotaur Books,Hardcover,372,2009,2009,2019/04/25,2019/04/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327952311i/6449551.jpg
13330761,The Dog Stars,Peter Heller,"Heller, Peter",,307959945,9780307959942,3,Knopf,Hardcover,336,2012,2012,2019/05/27,2019/05/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388122817i/13330761.jpg
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,451499077,9780451499073,1,Hogarth,Kindle Edition,304,2017,2017,2019/06/04,2019/06/04,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1638729263i/32187419.jpg
231113,Middle Passage,Charles R. Johnson,"Johnson, Charles R.",,684855887,9780684855882,4,Scribner,Paperback,209,1998,1990,,2019/06/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1435828607i/231113.jpg
15811545,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,670026638,9780670026630,4,Viking,Hardcover,432,2013,2013,2019/06/17,2019/06/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1613060369i/15811545.jpg
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1524798622,9781524798628,2,Ballantine Books,Hardcover,368,2019,2019,2019/06/24,2019/06/24,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810.jpg
10836728,"The Rook (The Checquy Files, #1)",Daniel O'Malley,"O'Malley, Daniel",,316098795,9780316098793,3,"Little, Brown and Company",Hardcover,504,2012,2012,2020/01/11,2019/07/04,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1561584006i/10836728.jpg
34594037,Magic for Liars,Sarah Gailey,"Gailey, Sarah",,1250174600,9781250174604,1,Tor,Kindle Edition,336,2019,2019,2019/07/04,2019/07/04,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1537942213i/34594037.jpg
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1501139231,9781501139239,2,Atria Books,Hardcover,389,2017,2017,2019/07/07,2019/07/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1664458703i/32620332.jpg
42086795,Machines like Me,Ian McEwan,"McEwan, Ian",,1787331679,9781787331679,3,Random House,Paperback,306,2019,2019,2019/07/12,2019/07/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1552757135i/42086795.jpg
42583878,Family of Origin,C.J. Hauser,"Hauser, C.J.",,385544626,9780385544627,4,Doubleday,Hardcover,287,2019,2019,2020/06/28,2019/07/16,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1544502663i/42583878.jpg
43565560,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,,,1,Doubleday,ebook,487,2019,2019,2019/12/30,2019/07/18,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1659344306i/43565560.jpg
40180098,The Overstory,Richard Powers,"Powers, Richard",,039335668X,9780393356687,4,W.W. Norton & Company,Paperback,502,2019,2018,,2019/08/04,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1562786502i/40180098.jpg
21423336,Her,Harriet Lane,"Lane, Harriet",,031636987X,9780316369879,1,"Little, Brown and Company",Hardcover,272,2015,2014,2019/08/09,2019/08/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1399653160i/21423336.jpg
43822731,The Dearly Beloved,Cara Wall,"Wall, Cara",,198210452X,9781982104528,5,Simon & Schuster,Hardcover,342,2019,2019,2019/09/12,2019/08/21,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1564946199i/43822731.jpg
22131338,Dear Committee Members,Julie Schumacher,"Schumacher, Julie",,385538146,9780385538145,3,Anchor,Kindle Edition,193,2014,2014,2019/08/26,2019/08/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1434605204i/22131338.jpg
44177960,Chances Are . . .,Richard Russo,"Russo, Richard",,,,3,Knopf,ebook,320,2019,2017,2019/08/29,2019/08/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1555983075i/44177960.jpg
42201100,Three Women,Lisa Taddeo,"Taddeo, Lisa",,1451642296,9781451642292,2,Avid Reader Press,Hardcover,306,2019,2019,2019/08/30,2019/08/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1560679612i/42201100.jpg
43984883,"Olive, Again (Olive Kitteridge, #2)",Elizabeth Strout,"Strout, Elizabeth",,812996542,9780812996548,4,Random House,Hardcover,289,2019,2019,2019/12/28,2019/09/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1576676858i/43984883.jpg
42046112,Recursion,Blake Crouch,"Crouch, Blake",,1524759783,9781524759780,3,Crown,Hardcover,329,2019,2019,2019/09/09,2019/09/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1750526564i/42046112.jpg
28157660,"Good Morning, Midnight",Lily Brooks-Dalton,"Brooks-Dalton, Lily",,,,4,Random House,Kindle Edition,272,2016,2016,2019/12/13,2019/10/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1624092972i/28157660.jpg
42983724,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,525541330,9780525541332,2,Riverhead Books,Hardcover,274,2019,2009,2019/10/11,2019/10/11,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1547225640i/42983724.jpg
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,439139597,9780439139595,4,Scholastic,Paperback,734,2002,2000,2019/10/27,2019/10/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6.jpg
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,,,3,Knopf,ebook,368,2019,2019,2019/11/14,2019/11/14,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1534388394i/41160292.jpg
6907159,Thea Stilton and the Ghost of the Shipwreck (Thea Stilton #3),Thea Stilton,"Stilton, Thea",,545150590,9780545150590,1,Scholastic Paperbacks,Paperback,157,2010,2007,2019/11/14,2019/11/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1428568077i/6907159.jpg
34563821,Disappearing Earth,Julia  Phillips,"Phillips, Julia",,,,3,Knopf,Hardcover,312,2019,2019,2019/12/27,2019/11/20,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1541103539i/34563821.jpg
40046059,Trust Exercise,Susan Choi,"Choi, Susan",,1250309883,9781250309884,3,Henry Holt and Co.,Hardcover,257,2019,2019,2019/12/24,2019/11/21,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1541606703i/40046059.jpg
36300687,French Exit,Patrick deWitt,"deWitt, Patrick",,62846949,9780062846945,2,Ecco,ebook,256,2018,2018,2019/11/29,2019/11/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1508961199i/36300687.jpg
39682404,Washington Black,Esi Edugyan,"Edugyan, Esi",,,,3,Vintage,ebook,332,2018,2018,2019/12/06,2019/11/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1522389063i/39682404.jpg
175200,Families Where Grace Is in Place,Jeff VanVonderen,"VanVonderen, Jeff",,1556612664,9781556612664,4,Bethany House,Paperback,176,1992,1992,2019/11/30,2019/11/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347766279i/175200.jpg
