Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,Image
6280118,One Day,David Nicholls,"Nicholls, David",,340896965,9780340896969,4,Hodder & Stoughton,Paperback,435,2009,2009,,2013/06/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118.jpg
13562049,Sweet Tooth,Ian McEwan,"McEwan, Ian",,,,3,Jonathan Cape,Hardcover,320,2012,2012,,2013/06/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344373046i/13562049.jpg
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,1594744769,9781594744761,2,Quirk,Hardcover,352,2011,2011,,2013/06/07,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487.jpg
9118135,State of Wonder,Ann Patchett,"Patchett, Ann",,62049801,9780062049803,3,HarperCollins Publishers,Hardcover,353,2011,2011,,2013/06/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1454428541i/9118135.jpg
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,375822747,9780375822742,3,Random House Children's Books,Paperback,270,2003,2003,,2013/06/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791.jpg
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,62255657,9780062255655,4,William Morrow Books,Hardcover,181,2013,2013,,2013/06/14,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514.jpg
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,224094157,9780224094153,4,Jonathan Cape,Hardcover,150,2011,2011,,2013/06/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1311704453i/10746542.jpg
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,,9780385534635,3,Doubleday,Hardcover,506,2011,2011,,2013/06/20,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1387124618i/9361589.jpg
10281556,Night Film,Marisha Pessl,"Pessl, Marisha",,,,5,Random House,ebook,624,2013,2013,,2013/06/24,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1364181583i/10281556.jpg
338691,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,"Penny, Louise",,312948557,9780312948559,3,St. Martin's Paperbacks,Mass Market Paperback,293,2007,2005,,2013/07/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1324373974i/338691.jpg
12878667,The Red House,Mark Haddon,"Haddon, Mark",,385535775,9780385535779,1,Doubleday,Hardcover,264,2012,2012,,2013/07/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1333578268i/12878667.jpg
8442457,Gone Girl,Gillian Flynn,"Flynn, Gillian",,,,3,Weidenfeld & Nicolson,Hardcover,399,2012,2012,,2013/07/10,,,read,https://covers.openlibrary.org/b/isbn/9780307588364-L.jpg
6217,Kristin Lavransdatter,Sigrid Undset,"Undset, Sigrid","Brad Leithauser, Tiina Nunnally",143039164,9780143039167,3,Penguin Books,Paperback,1144,2005,1920,,2013/07/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1750991973i/6217.jpg
2819,"A Circle of Quiet (Crosswicks Journals, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,62545035,9780062545039,5,HarperOne,Paperback,246,1984,1971,,2013/07/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1478094249i/2819.jpg
16131077,The Shining Girls,Lauren Beukes,"Beukes, Lauren",,316216852,9780316216852,3,Mulholland Books,Hardcover,368,2013,2013,,2013/08/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1352227705i/16131077.jpg
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,618101365,9780618101368,4,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,2013/08/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442586143i/5439.jpg
17262100,The Lowland,Jhumpa Lahiri,"Lahiri, Jhumpa",,307265749,9780307265746,4,Knopf,Hardcover,340,2013,2013,,2013/08/13,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1366930267i/17262100.jpg
49628,Cloud Atlas,David  Mitchell,"Mitchell, David",,375507256,9780375507250,4,Random House,Paperback,509,2004,2004,,2013/08/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1563042852i/49628.jpg
426454,"The Summer of the Great-Grandmother (Crosswicks Journal, #2)",Madeleine L'Engle,"L'Engle, Madeleine",,006254506X,9780062545060,5,HarperOne,Paperback,256,1984,1974,,2013/08/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1440549618i/426454.jpg
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,307346609,9780307346605,4,Crown,Hardcover,342,2006,2006,,2013/09/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908.jpg
3467,"The People of Sparks (Book of Ember, #2)",Jeanne DuPrau,"DuPrau, Jeanne",,375828257,9780375828256,3,Yearling Books,Paperback,338,2004,2004,,2013/09/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1397931991i/3467.jpg
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,3,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2013/09/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1522157426i/19063.jpg
207034,"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau,"DuPrau, Jeanne",,440421241,9780440421245,1,Yearling,Paperback,289,2006,2006,,2013/09/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320636285i/207034.jpg
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,307592731,9780307592736,3,Knopf,Hardcover,336,2012,2012,,2013/10/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1453189881i/12262741.jpg
12594411,The Tiger's Wife by Tea Obreht | Summary & Study Guide,SuperSummary,"SuperSummary, SuperSummary",,,,2,,Kindle Edition,52,2011,2011,,2013/10/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1677802080i/12594411.jpg
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal",393970124,9780393970128,4,Norton,Paperback,488,1986,1897,2024/10/28,2013/10/13,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1387151694i/17245.jpg
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,670022411,9780670022410,1,Viking Penguin,Hardcover,592,2011,2011,,2013/10/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848.jpg
17333319,Burial Rites,Hannah Kent,"Kent, Hannah",,316243914,9780316243919,3,"Little, Brown and Company",Hardcover,336,2013,2013,,2013/10/22,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1384207446i/17333319.jpg
4965,Year of Wonders,Geraldine Brooks,"Brooks, Geraldine",,142001430,9780142001431,2,Penguin Books,Paperback,304,2002,2001,,2013/10/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1678314640i/4965.jpg
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,571225403,9780571225408,3,Faber & Faber,Paperback,320,2005,2000,,2013/10/29,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1465820100i/28923.jpg
76730,Fidelity,Wendell Berry,"Berry, Wendell",,679416331,9780679416333,5,Pantheon,Hardcover,201,1992,1992,,2013/11/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1697003996i/76730.jpg
146203,The Wild Birds: Six Stories of the Port William Membership,Wendell Berry,"Berry, Wendell",,865472173,9780865472174,5,North Point Pr,Paperback,146,1989,1986,,2013/11/15,,,read,https://covers.openlibrary.org/b/id/4783499-L.jpg
16171259,The Sound of Things Falling,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",Anne McLean,1594487480,9781594487484,3,Riverhead Books,Hardcover,302,2014,2011,,2013/12/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356199047i/16171259.jpg
15815333,The Interestings,Meg Wolitzer,"Wolitzer, Meg",,1594488398,9781594488399,3,Riverhead Books,Hardcover,468,2013,2013,2014/01/05,2014/01/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1451446889i/15815333.jpg
17464889,Want Not,Jonathan  Miles,"Miles, Jonathan",,547352204,9780547352206,4,Houghton Mifflin Harcourt,Hardcover,389,2013,2013,,2014/01/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1377648535i/17464889.jpg
12171769,7: An Experimental Mutiny Against Excess,Jen Hatmaker,"Hatmaker, Jen",,1433672960,9781433672965,3,B&H Books,Paperback,240,2012,2011,,2014/02/22,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328764395i/12171769.jpg
20820971,"Book Review: Still Life with Bread Crumbs, by Anna Quindlen",Expert Book Reviews,"Reviews, Expert Book",,,,3,,Kindle Edition,44,2014,2014,,2014/03/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1392571177i/20820971.jpg
18090150,Ripper,Isabel Allende,"Allende, Isabel",,62291408,9780062291400,2,HarperVia,Hardcover,496,2014,2013,,2014/03/02,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1422871316i/18090150.jpg
13530981,Dear Life,Alice Munro,"Munro, Alice","Raymond Verdaguer, Mónica Naranjo Uribe",771064861,9780771064869,3,Douglas Gibson Books,Hardcover,336,2012,2011,,2014/03/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1333579320i/13530981.jpg
19392095,"Book Review: The Goldfinch, by Donna Tartt",Expert Book Reviews,"Reviews, Expert Book",,,,3,,Kindle Edition,46,2014,2013,,2014/03/22,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386844425i/19392095.jpg
18505832,"Natchez Burning (Penn Cage, #4)",Greg Iles,"Iles, Greg",,62311077,9780062311078,4,William Morrow,Hardcover,791,2014,2014,,2014/06/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1383438264i/18505832.jpg
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,038549081X,9780385490818,4,Anchor Books,Paperback,311,1998,1985,,2014/08/19,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1578028274i/38447.jpg
6675724,Wendell Berry and Religion: Heaven's Earthly Life (Clark Lectures),Joel Shuman,"Shuman, Joel","L. Roger Owens, Norman Wirzba",813125553,9780813125558,4,University Press of Kentucky,Hardcover,272,2009,2009,,2014/10/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328810684i/6675724.jpg
10144430,Super Sad True Love Story,Gary Shteyngart,"Shteyngart, Gary",,812977866,9780812977868,2,Random House Trade Paperbacks,Paperback,334,2011,2010,,2014/10/22,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348756157i/10144430.jpg
18126822,Notes from a Blue Bike: The Art of Living Intentionally in a Chaotic World,Tsh Oxenreider,"Oxenreider, Tsh",,1400205573,9781400205578,3,Thomas Nelson,Hardcover,272,2014,2014,,2014/10/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1376880034i/18126822.jpg
17383921,All Joy and No Fun: The Paradox of Modern Parenthood,Jennifer Senior,"Senior, Jennifer",,62072226,9780062072221,3,Ecco,Hardcover,320,2014,2014,,2014/10/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1392588477i/17383921.jpg
18651980,Fourth of July Creek,Smith Henderson,"Henderson, Smith",,62286447,9780062286444,5,Ecco,Hardcover,466,2014,2014,,2014/11/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1417981221i/18651980.jpg
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,316204277,9780316204279,4,"Little, Brown and Company",Hardcover,330,2012,2012,,2014/11/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1338822317i/13526165.jpg
12770493,The Bluebird Effect: Uncommon Bonds with Common Birds,Julie Zickefoose,"Zickefoose, Julie",,547003099,9780547003092,5,Houghton Mifflin Harcourt,Hardcover,355,2012,2012,,2014/11/16,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344671002i/12770493.jpg
1699993,Whitefoot the Wood Mouse,Thornton W. Burgess,"Burgess, Thornton W.",,486449440,9780486449449,4,Dover Publications,Paperback,112,2006,1922,,2014/11/19,read-a-louds,read-a-louds (#6),read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328863760i/1699993.jpg
12649718,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,718157834,9780718157838,3,Michael Joseph (UK),Paperback,497,2012,2012,,2014/11/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1562775674i/12649718.jpg
20588698,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Lena Dunham,"Dunham, Lena",Joana Avillez,081299499X,9780812994995,2,Random House,Hardcover,265,2014,2014,,2014/12/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1402816003i/20588698.jpg
18404173,The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,Helen Rappaport,"Rappaport, Helen",,1250020204,9781250020208,4,St. Martin's Press,Hardcover,492,2014,2014,,2014/12/16,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1396818138i/18404173.jpg
18007564,The Martian,Andy Weir,"Weir, Andy",,804139024,9780804139021,2,Crown Publishers,Hardcover,369,2014,2011,,2014/12/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564.jpg
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",,1607747308,9781607747307,4,Ten Speed Press,Hardcover,224,2014,2010,2015/01/01,2015/01/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1418767178i/22318578.jpg
77006,Peace Like a River,Leif Enger,"Enger, Leif",,087113795X,9780871137951,4,Atlantic Monthly Press,Hardcover,311,2002,2001,2015/01/08,2015/01/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1441409309i/77006.jpg
534339,Time's Arrow or The Nature of the Offense,Martin Amis,"Amis, Martin",,517585154,9780517585153,4,Harmony Books,Hardcover,168,1991,1991,2015/01/09,2015/01/09,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1294416568i/534339.jpg
2446289,Fieldwork,Mischa Berlinski,"Berlinski, Mischa",,312427468,9780312427467,5,Picador,Paperback,356,2008,2007,2015/01/24,2015/01/24,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1400987357i/2446289.jpg
714114,Pattern of a Man and Other Stories,James Still,"Still, James",Wendell Berry,917788753,9780917788758,4,Gnomon Press,Paperback,144,2026,1976,2015/01/29,2015/01/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1177559780i/714114.jpg
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1476746583,9781476746586,4,Scribner,Hardcover,531,2014,2014,2015/02/01,2015/02/01,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977.jpg
18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,"Zevin, Gabrielle",,1616203218,9781616203214,3,Algonquin Books,Hardcover,260,2014,2014,2015/02/05,2015/02/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1404582137i/18293427.jpg
57460,Jayber Crow,Wendell Berry,"Berry, Wendell",,1582431604,9781582431604,5,Counterpoint,Paperback,363,2001,2000,2015/02/06,2015/02/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1433600577i/57460.jpg
18209290,Astonish Me,Maggie Shipstead,"Shipstead, Maggie",,307962903,9780307962904,2,Knopf,Hardcover,261,2014,2014,2015/02/08,2015/02/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1384816768i/18209290.jpg
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,030727103X,9780307271037,4,Alfred A. Knopf,Hardcover,317,2015,2015,2015/02/15,2015/02/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1451444392i/22522805.jpg
16057624,"New Collected Poems: Poems, 1964 - 2010",Wendell Berry,"Berry, Wendell",,1619021528,9781619021525,5,Counterpoint,Paperback,352,2013,2012,2015/02/20,2015/02/20,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1351663920i/16057624.jpg
536194,Why I Wake Early,Mary Oliver,"Oliver, Mary",,807068764,9780807068762,4,Beacon Press,Hardcover,71,2004,2004,2015/02/27,2015/02/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320482207i/536194.jpg
97782,Then We Came to the End,Joshua Ferris,"Ferris, Joshua",,316016381,9780316016384,3,"Little, Brown and Company",Hardcover,387,2007,2007,2015/02/28,2015/02/28,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442800496i/97782.jpg
2336667,Owls and Other Fantasies: Poems and Essays,Mary Oliver,"Oliver, Mary",,807068683,9780807068687,4,Beacon Press,Hardcover,88,2003,2003,2015/03/05,2015/03/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320482202i/2336667.jpg
696116,Living on the Wind: Across the Hemisphere With Migratory Birds,Scott Weidensaul,"Weidensaul, Scott",,865475911,9780865475915,4,North Point Press,Paperback,420,2000,1999,2015/03/05,2015/03/05,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1312028783i/696116.jpg
20949737,Butterflies in November,Auður Ava Ólafsdóttir,"Ólafsdóttir, Auður Ava",Brian FitzGibbon,080212318X,9780802123183,2,"Grove Press, Black Cat",Paperback,296,2014,2004,2015/03/06,2015/03/06,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1413517658i/20949737.jpg
17830123,We Are Not Ourselves,Matthew  Thomas,"Thomas, Matthew",,147675666X,9781476756660,3,Simon & Schuster,Hardcover,620,2014,2014,2015/03/12,2015/03/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1418103690i/17830123.jpg
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,385353308,9780385353304,2,Knopf,Hardcover,333,2014,2014,2015/03/20,2015/03/20,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1680459872i/20170404.jpg
1047285,Hannah Coulter,Wendell Berry,"Berry, Wendell",,1593760361,9781593760366,5,Counterpoint,Hardcover,208,2004,2004,2015/04/04,2015/04/04,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328753554i/1047285.jpg
32270,"Letters from Eden: A Year at Home, in the Woods",Julie Zickefoose,"Zickefoose, Julie",Sy Montgomery,618573089,9780618573080,5,Houghton Mifflin Harcourt,Hardcover,224,2006,2006,2015/04/12,2015/04/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1401729025i/32270.jpg
12875258,Tell the Wolves I'm Home,Carol Rifka Brunt,"Brunt, Carol Rifka",,679644199,9780679644194,2,Random House,Hardcover,360,2012,2012,2015/04/25,2015/04/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1335450415i/12875258.jpg
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,374214913,9780374214913,3,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,2015/04/27,2015/04/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1345089845i/13538873.jpg
22668844,H Is for Hawk,Helen Macdonald,"Macdonald, Helen",,802123414,9780802123411,5,Grove Press,Hardcover,300,2015,2014,2015/05/30,2015/05/23,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1678754319i/22668844.jpg
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells",64410935,9780064410939,4,HarperCollinsPublishers,Paperback,184,2001,1952,2015/05/30,2015/05/30,read-a-louds,read-a-louds (#5),read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1628267712i/24178.jpg
1379961,People of the Book,Geraldine Brooks,"Brooks, Geraldine",,067001821X,,2,Viking Books,Hardcover,372,2008,2008,2015/05/30,2015/05/30,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1442955497i/1379961.jpg
8337,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",Garth Williams,60885378,9780060885373,4,HarperChildrens,Paperback,224,2007,1932,2015/06/05,2015/06/11,read-a-louds,read-a-louds (#1),read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1743630755i/8337.jpg
10971510,"The Crow Trap (Vera Stanhope, #1)",Ann Cleeves,"Cleeves, Ann",,033376627X,9780333766279,3,Macmillan,Hardcover,544,1999,1999,2015/06/17,2015/06/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1517409340i/10971510.jpg
10644930,11/22/63,Stephen  King,"King, Stephen",,1451627289,9781451627282,4,Scribner,Hardcover,849,2011,2011,2015/06/27,2015/06/27,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930.jpg
6266872,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,,,3,DAW,Paperback,722,2009,2007,2015/07/11,2015/07/11,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1405802743i/6266872.jpg
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,756404738,9780756404734,3,DAW Books,Hardcover,994,2011,2011,2015/07/25,2015/07/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032.jpg
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9781594633669,2,Riverhead Books,Hardcover,336,2015,2015,2015/07/26,2015/07/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1748242265i/22557272.jpg
17402288,Dept. of Speculation,Jenny Offill,"Offill, Jenny",,385350813,9780385350815,2,Knopf,Hardcover,179,2014,2014,2015/07/26,2015/07/26,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1367929545i/17402288.jpg
19486412,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,399167064,9780399167065,4,Amy Einhorn Books,Hardcover,458,2014,2014,2015/07/31,2015/07/31,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1594851437i/19486412.jpg
6218281,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,"Bradley, Alan",,385342306,9780385342308,2,Delacorte Press,Hardcover,374,2009,2009,2015/08/08,2015/08/08,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187001i/6218281.jpg
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate Taylor,756410436,9780756410438,1,DAW Books,Hardcover,159,2014,2014,2015/08/20,2015/08/14,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1398466695i/21535271.jpg
373479,Crossing to Safety,Wallace Stegner,"Stegner, Wallace",,140133488,9780140133486,5,Penguin Books,Paperback,341,1990,1987,2015/09/16,2015/09/16,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1486792791i/373479.jpg
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,62268341,9780062268341,3,Dey St.,Hardcover,329,2014,2014,2015/09/25,2015/09/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1402815435i/20910157.jpg
23247355,The Frontiersmen,Allan W. Eckert,"Eckert, Allan W.",,,,4,"Little, brown Company",Hardcover,,,1967,2015/10/15,2015/10/15,,,read,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306537814i/697650.jpg
4027239,People of the Book,Geraldine Brooks,"Brooks, Geraldine",,,,0,Penguin Books,Paperback,372,2008,2008,2015/04/15,2015/10/15,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1682045989i/4027239.jpg
228847,"Two-Part Invention: The Story of a Marriage (Crosswicks Journals, #4)",Madeleine L'Engle,"L'Engle, Madeleine",,62505017,9780062505019,4,HarperOne,Paperback,240,1989,1988,2015/10/26,2015/10/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1418764807i/228847.jpg
563588,A Child's Garden of Verses,Robert Louis Stevenson,"Stevenson, Robert Louis",Gyo Fujikawa,1402750625,9781402750625,4,Union Square Kids,Hardcover,104,2007,1885,2015/11/12,2015/11/11,read-a-louds,read-a-louds (#4),read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328857833i/563588.jpg
22501028,A Spool of Blue Thread,Anne Tyler,"Tyler, Anne",,385683421,9780385683425,2,Bond Street Books,Hardcover,358,2015,2015,2015/11/12,2015/11/12,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1451435883i/22501028.jpg
3722183,"A God in Ruins (Todd Family, #2)",Kate Atkinson,"Atkinson, Kate",,316176532,9780316176538,4,"Little, Brown and Company",Hardcover,480,2015,2015,2015/11/17,2015/11/17,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1451442002i/3722183.jpg
77767,"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",Garth Williams,,,3,HarperTrophy,Paperback,335,1994,1935,2015/11/20,2015/11/20,read-a-louds,read-a-louds (#2),read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767.jpg
15808370,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,"Lawson, Jenny",,425261018,9780425261019,3,Penguin Group (USA),Paperback,370,2013,2012,2015/11/21,2015/11/21,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1361444583i/15808370.jpg
107616,A Charlotte Mason Companion: Personal Reflections on the Gentle Art of Learning,Karen Andreola,"Andreola, Karen",,1889209023,9781889209029,3,Charlotte Mason Reseach & Supply co,Paperback,384,1998,1998,2015/11/25,2015/11/25,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348959575i/107616.jpg
1340900,Angle of Repose,Wallace Stegner,"Stegner, Wallace",,679603387,9780679603382,5,Modern Library,Hardcover,632,2000,1971,2015/12/11,2015/12/10,,,read,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1182865097i/1340900.jpg
